comment,offensive
پاک فوج کو باجوہ بیغیرت اور اسکی ٹیم نے پلید کیا,1
آپ دیکھ لینا کچھ بھی نہیں نکال سکیں گے میاں صاحب سے یہ صرف سزا دی جا رہںی ہںے پہلے ایٹمی دھماکے کرنے کی پاداش میں مشرف مسلط کیا اور اس بار سی پیک کو شروع کرنےکی سزا کے طور پر امران نیازی مسلط کروا دیا گیا.ملک کیاکانومی کا یہ بندہ جنازہ نکال رہا ہںے پر یہ بیغیرت باجوہ پرسکون ہںے.,1
انکل غفور ایسا کریں ایک ٹوئٹر اکاؤنٹ باجوہ صاحب کو بھی بنوا دیں تاکہ ٹویٹر پر بیٹھ کر کشمیر کی جنگ لڑی جا سکے۔ لعنت بڑا چھوٹا لفظ ہے ویسے آپ جیسے بےغیرت فوجیوں کے لیے۔,1
نیازٕی اور اس بیغیرت فوج کو پاکستان سے أٹھا کے سمندر میں پھینکیں گے انشاللہ مولانا آرہے ہیں نیازی باجوہ بھاگو,1
باجوہ بےغیرت ہے ۔کیا خیال ہے,1
ہر شخص یہ کہتا ہوا کیوں گھبراتا ہے کہ #یہ_کرنل_جنرل_بےغیرت جب کہ سب کو علم ہے کہ کاشف ایڈووکیٹ کو اغوا کرنے والے طاقت ور ادارے کون ہیں۔ خیبر پختونخوا کی ایلیٹ فورس کے جوان با اواز بلند فلق شگاف یہ نعرے لگا رہے یہ باجوہ ماجوہ دہشتگرد یہ غفورا کپورا دہشتگرد یہ کرنل جنرل دہشتگرد,1
باجوہ اور نیازی ایک نمبر کے بیغیرت ہیں اگر یہ سن کر بھی کرسی سے چپکے ہیں تو انکو جوتے مار کر ہی نکالنا پڑے گا,1
ڈان قمر جاوید باجوہ اور اسکے چھوٹے ڈان مجرم جنرل فیض نے حارث کو اغوا کیا تھا #باجوہ_کتا_ہائے_ہائے کے نعرے لگوانے پر ۔ اب #کرنل_جرنل_بیغیرت کہنے پر کاشف کو اغوا کر لیا ہے,1
معلوم افراد قمر باجوہ اینڈ غنڈا پارٹی کاشف کو رہا کرو نہیں تو ہم سمجھے گے کے نعرہ بالکل ٹھیک تھا یہ جرنل کرنل بےغیرت https://twitter.com/Afaq__Ahmad/status/1183369363937734656 …,1
دنیا میں بےغیرت جیتے ہیں لیکن جیو تو اس بےغیرتی سے جیو جیسا سینہ تان کر باجوہ اور عمران تھوک چاٹ چاٹ کر جیتے ہیں,1
"جی باجوہ مرزئی تو صرف اوپر یہ دھیان رکھنے کے لئے کھڑا ہے کوئی خالص دیسی جمہوریت میں ملاوٹ نا کر دے، بیغیرت شرم تو بات کرتے ہوئے نہیں آئی ہو گی، پر کیوں آئے پی ٹی آئی کے یوتھئے ہو کوئی انسان تھوڑی ہو جسے شرم حیا ہو،نجس اگر تم لوگوں ڈی این اے ٹیسٹ کروایا جائے تو ایلین ڈکلیئر ہو جاؤ",1
ایک حکمران کیلئے اُسکا وطن اور رعایا گھراور اولاد کیطرح ھوتے ہیں اپنےگھر کی بےضبطگی اور اپنے لوگوں کی بھوک افلاس سے نظریں چرا کر باہر کیا کرنے جاتا ھے آخر نیازی باجوہ عجیب بیغیرت لوگ ہیں جو اس لعنتی کی واہ وائی میں لگے رہتے ہیں کہاں ھے باجوہ جو کبوتر کیطرح آنکھیں بندکر بیٹھا ھے https://twitter.com/shazbkhanzdaGEO/status/1183114767520665600 …,1
باجوہ جیسےبیغیرت سے خیر کی یا شرم وحیا کی کوٸ توقع نھیں وہ انتہاٸ ڈیٹھ اور بیغیرت ھیں,1
جنرل باجوہ جنرل فیض اوراصف غفورنےیقیناًآج لاہورمیں جنرل کرنل بےغیرت کےنعرےسنےہوں گےان نعروں سےاندازہ ہوجاناچاہئےکہ آنےوالےدنوں میں کیاہو گا۔فوج میں یقیناًاچھے جنرل کرنل بھی ہوں گے۔ ان کا فرض ہے کہ آگے بڑھیں اور صورتِ حال کو مزید بگڑنے سے روکیں #قوم_کی_شان_مولانافضل_الرحمن,1
شاہ جی باجوہ صاحب نے ایک بےغیرت کپتان کو پاکستان برباد کرنے کے لئے سلیکٹ کیا ہوا ہے جو اس پر مکمّل طور پر گامزن ہے اور دوسرا بےغیرت کپتان سرفراز ہے جو کرکٹ کو برباد کرنے میں کوئی کثر نہیں چھوڑ رہا https://twitter.com/TalatHussain12/status/1181979588961996802 …,1
کتنا بیشرم آدمی ہے تو کیسے گندے الزامات لگا رہا ہے تو مولانا فضل الرحمان تو کوئی دھماکا نہیں کرواے گا ہاں جں کو آزادی مارچ سے ڈ ر ہے یعنی تمہارا باپ عمران کتا غفورا کنجر باجوہ بکسہ چور اور فیض حمید بیغیرت,1
یہ باجوہ بیغیرت باپ ھے کیا نیازی کتے کا؟؟؟؟؟,1
"لعنت باجوہ گینگ پر! نشئی عمران تو ایک کٹھ پتلی ہے، اصل حرامخور ٹولہ باجوہ گینگ ہے۔ مودی نے غزوۂ ہند شروع کردیا تو یہ سب بیغیرت نیۓ نیۓ DHAs کا افتتاح کر رہے ہیں۔ ستّر سال سے جس کشمیر کا چورن بیچ کر ملک کو ترقی نہیں کرنے دی اب لڑو نا اُس کے لیۓ بیغیرتوں! #بزدل_لعنتی_باجوہ_گینگ",1
بےغیرت قمر باجوہ بن ڀتا نہیں۔۔ کے دور میں ایسی ہی لا قانونیت نافذ ہے جو اس سے ڀہلے فوجی بے غیرتوں کے دور میں نافذ تھی https://twitter.com/Mushahid_Ullahh/status/1173983047533891584 …,1
باجوہ سے بڑا بیغیرت ضمیرفروش کوٸ دوسرا نھیں ھوگا,1
میری نظر میں باجوہ اس دور کا سب سے بڑا بیغیرت ھے دنیا نے اس سے بڑا بیغیرت آرمی چیف نھیں دیکھا ھوگا,1
"کون بیغیرت کہتا ھے کی مشرف غدار تھا؟ غدارتو راحیل شریف , کیانی اور قمر باجوہ ہیں",1
"جنرل راحیل شریف کا پارٹ ٹو بیغیرت جنرل باجوہ بھی بدمعاشیہ کو بچانےمیں کامیاب ہوگا,عدلیہ اور اسٹبلشمنٹ نورےکے انڈرویئر میں #ملزم_نواز_حاظر_ہو",1
ہم نے کئ ماہ پہلے کہ دیا تھا کہ یہ راحیل+باجوہ+رضوان اختر+بلال اکبر پر مبنی بیغیرت پنجابی ٹولہ صرف پشتونوں/اردو بولنےوالے نہتے عوام پر نر ہے,1
"یار آنٹی باجوہ، ISPRکے کوک اسٹوڈیو کی کوئی پروڈکشن چھوڑ نا بندے کو بےغیرت ہونا چاہیے، ہارجیت تو ہوتی رہتی ہے",1
"رفیق باجوہ اب بھی اگر تم نے کوئی ایکشن نہ لیا تو تم ایک بےغیرت شخص اور فوج کے نام پر دھبہ ہوگے ،،، ڈاکٹر شاہد مسعود نے زینب قتل کے حوالے سے خوفناک تفصیلات اپنے پروگرام میں آشکار کر دی ہیں پوری قوم کے سامنے ،، اب دیکھنا یہ ہے کہ تم کیا کرتے ہو",1
باجوہ ۔سرفراز ۔جسٹس کے علاوہ کنجر بےغیرت دلال کرپٹ بہنوں کو نچانے والے ہیں,1
اس وقت عملا جسٹس منیر کے جانشین ثاقب نثار اور بیغیرت مشرف کے جانشین کمر باجوہ کی مشترکہ حکومت ہے۔۔۔۔۔۔ #SupremeCourt,1
کنجر اور بیغیرت ایکسٹینشن جنرل قمر جاوید باجوہ اب معشیت کا ماھر بن گیا ۔ FA تھرڑ ڈویژن ۔ بیشرمی کی انتہاء ۔,1
"احسن اقبال صاحب کتنی بھی غیرت دلانے کی کوشش کر لیں باجوہ گینگ بیغیرت برگیڈ میں تبدیل ہو چکا ہے، اور یہ ہی ہے اصل تبدیلی۔",1
وہ بیغیرت ڈوب کہ مرگٸے کتے کی نسل باجوہ غفورے,1
یہ حرام نسل تو قوم فروش باجوہ اور بیغیرت نیازی کا بھی باپ نکلا🤔😴😣👎 https://twitter.com/blackrakh/status/1176284307641516035 … pic.twitter.com/Iagstxzn0l,1
باجوہ بیغیرت کے ھوتے ھوۓ ایسی توقع فضول ھے,1
�� سی بھی غیرت ہوتی تو ڈوب مرتا چُلّو بھر پانی میں۔ بیغیرت جنرل نیازی بھی پورے 33 سال زندہ رہا ڈھاکہ کی ذلّت آمیز شکست کے بعد۔ باجوہ اور عمران بیغیرتی کے استعارے بن چکے ہیں اور رہتی دنیا تک یہ ذلّت اور رسوائی ان کا مقدر بن چکی ہے۔,1
"الیکشن چوری ہوا، سارے کرپٹ PTI میں بھر لیۓ گیۓ، ڈالر آسمان پر چلا گیا، معیشت زمین بوس ہوگئی، سی پیک بند ہوگیا، کشمیر بیچ دیا، آزاد کشمیر کے لالے پڑ گیۓ، کاروبار کو تالے پڑ گیۓ اور باجوہ کی کھوتی کہتی ہے کہ باجوہ کے کھوتے کا وژن ہے!! یہ اصل میں بیغیرت باجوہ کھوتے کی بلائنڈنیس ہے۔",1
نیازی کی بیغیرتیاں عروج پر کشمیر کے حق میں کامیاب ریلی نکالنے کے جرم میں نیازی بیغیرت اور باجوہ نے مریم نواز کو گرفتار کرا دیا کشمیر پر بات کرنے سے ان کو موت آتی ہے اور جس نے ریلی نکالی اسے بھی گرفتار کر لیا,1
""""""" باجوہ تم واقعی بےغیرت ہو """""" سب لکھتے جایئں",1
باجوہ صاحب! ہمیں بیغیرتی کی تصویر نہ مناؤ کہ زمانہ ایک بیغیرت قوم کے طور پر یاد کرے ہمیں بیانات سے آگے بڑھو اب عمل دکھاؤ کشمیریوں کو ستر سال سے وہ پاکستان کی طرف دیکھ رہے ہیں آپ ایک قدم بڑھاؤ قوم آپ کو اور کشمیریوں کو مایوس نہیں کرے گی ان شاءاللہ #Article370 pic.twitter.com/Wh6L8A9Iom,1
جب اداروں میں بےغیرت۔ گھٹیا۔ کم ظرف آور۔کمینے لوگ کھوسہ۔ باجوہ۔ غفوریاں۔ فیض بیٹھے۔ہوں گے تو اداروں پر پیشاب ہی کیا جاے گا۔ اور ہم۔کریں گے۔,1
جب ایک مسلم ریاست پر عمران نیازی باجوہ اور آصف غفور جیسے بےغیرت بزدل فرعون صفت لبرل قابض ہوجائیں تو پھر ہمسایہ ملک میں مسلمانوں پر کفار ظلم ہی کرتے ہیں اور نیازی باجوہ اور آصف غفور جیسے دگڑدلے بیٹھ کر امن کا آم چوس رہے ہوتے ہیں پاکستانی خونی لبرل پر لعنت بےشمار,1
باجوہ تم کسی بیغیرت کے بچے ھو https://twitter.com/EhsanThaheem/status/1127900646575955969 …,1
حرامی خان کی ناجائز اولاد تیرا بیغیرت جعلی خان تو بےنقاب ہو گیا نا۔۔کتنا باجوہ کے نیچے لیٹے گا ان شاءاللہ جلد پکڑ میں آئیگا,1
تم جیسے ملک کے غداروں کو شرم آنی چاہئیے۔ تم وہی ہو جب ملک ترقی کررہا تھا تو تم کہہ رہے تھے ملک کے حالات اچھے نہیں۔ تم اور باجوہ غداروں کا ایک گروپ ہو جو ملک کو تباہی کے دھانے لے آیا ہے اگر مشرف جیسے بیغیرت غدار کامیاب نہ ہوئے تو تم بھی نہیں ہونگے انشااللّہ پاکستان زندہ باد,1
بنی گلا کیوں بیغیرت چیف نے لیگل کیا؟؟؟ اور کروانے والے کون تھے؟ باجوہ اور اسکے مردہ ظمیر یار https://twitter.com/ProudSudhan/status/1155050358680502275 …,1
جج بیعیرت نکلا لیکن....اصل مجرم اب قوم کے سامنے بے نقاب ہیں...آئی.ایس.آئی...اور لعنتی فوج....یہ ہیں قوم کے مجرم...یہ ہیں غدار...انہوں نے تباہ کیا پاکستان کو...نیازی کی کیا اوقات تھی...وہ کہاں ہے غفورا لعنتی...باجوہ بیغیرت...یہ ہیں قوم کے مجرم,1
@ImranKhanPTI عمرانو زانی بدکردار تو هے بیغیرت @OfficialDGISPR اوہ جرنیلو غدارو ٹرمپ کے ایجینٹو ... باجوہ ووٹ چور کیا حق بنتا ہے کہ وہ معیشت پر بهونکے ؟؟؟؟ https://twitter.com/KashifMeoPAK/status/1146643409907703809 …,1
ملک کی معاشی تباہی کا اصل مجرم یہی بیغیرت باجوہ ہے,1
بیغیرت بھی ھے قمر جاوید باجوہ کا پالتو کتا بھی ھے,1
کونسا تیر مارا ھے باجوہ بیغیرت نے,1
باجوہ اپنے بےغیرت فوجیوں کو لگام دو ورنہ بنگال کی تاریخ بھول جاوگے برداشت کی بھی آخر حد ہوتی ہے شمالی وزیرستان خیسور واقع @OfficialDGISPR,1
باجوہ بیغیرت سے کہہ دو اس ساری بدماشی کے پیچھے تیری بیغیرتی کار فرما ھے تو مکڑی کے جالوں میں چھپ نھیں سکتا غیرت ھے تو سامنے آکر مارشلا لگا اور اپنی غداری کا اقرار کر https://twitter.com/WaQasPmln007/status/1050409685847691265 …,1
علی ہمیں آپ کے والد اسحاق ڈار پر فخر بھی ہیے اور ان کی قدر بھی ۔۔۔۔۔۔بکسہ چور باجوہ اور بےغیرت گھٹیا ثاقب نثار گینگ کی پروا نہ کریں۔۔۔۔۔وہ زلیل ہورہیے ہیں اور ابھی مزید زلیل ہوں گے,1
ایسے بیغیرت با جوہ جیسے پاکستانی تاریخ میں نھیں غداروں کا سچ باجوہ عنقریب اللہ اسکی گردن توڑ دیگا اس وقت کا فرعون باجوہ https://twitter.com/BBCUrdu/status/1049696386046984193 …,1
پی ٹی آٸ کو صرف بھونکنے کیلۓ رکھا گیا کام تو غداروں کو کرنا ھے باجوہ بیغیرت اور اسکی ٹیم کو اس بیغیرت اور شیطان نے پاک فوج کی رھی کھوٸ عزت خاک میں ملا دی https://twitter.com/geonews_urdu/status/1049286391006412800 …,1
نیازی کے اندر جو بات کر رہا ہے وہ باجوہ چیپ جسٹس کی وہ اندھی بےغیرت سپورٹ ہے جو اس میں نیازی جل کر جلد راکھ ہوگا انشااللہ 😠 #عمران_تھوڑےعرصےکا_مہمان,1
بیغیرت بر گیڈ۔۔۔باجوہ,1
باجوہ صاحب بھی دِن میں دو مرتبہ اپنا سَر پکڑکر بیٹھ جاتے ہوں گے کہ کِن جاہلوں کو اقتدار تھما دیا۔ فواد چ کی بکواس پر پر اپوزیشن کا واک آٶٹ اور فواد چودھری کے معافی مانگنے پر اپوزیشن کی پارلیمنٹ میں واپسی۔ بُہت ہی کنجر بلکہ مہا بےغیرت ہے فواد چودھری,1
باجوہ بےغیرت ہو گیا ہے,1
ساری فوج نہیں بلکہ جنرل باجوہ اور اس کے چند پالتو گنجے وزیراعظم کی طرح بیغیرت ہو گیے ہیں,1
"پاورفل صرف اپنے لوگوں پر ظلم ڈھانے کے لیۓ، بہت جلد عوام سڑکوں پر گھسیٹے گی ان بیغیرت سلیکٹرز کو۔ اقتدار کا کتا عمران جو بھی کر رہا ہے باجوہ کتے کے اشارے پر کر رہا ہے۔",1
وطنیت کاناسور اس امت کےتصورکو آج بھی نہیں توڑ سکا۔آج بھی جب کشمیرفلسطین برماشام پرظلم ہوتاہےتو اسکی تکلیف ساری امت محسوس کرتی ہے۔ اے بےغیرت غدار اورخائن باجوہ! کیا اب بھی وقت نہیں آیااے افواج پاکستان کے شیرو! ان غداروں کو اپنی صفوں سےنکال کرخلافت قائم کرو #پاک_فوج_کشمیر_آزاد_کراؤ,1
"نالائق، بیغیرت، بزدل کٹھ پُتلی وزیراعظم عمران نیازی اور انکے جانبدار، آئین توڑنے والے نااہل سرپرست جرنیل قمر باجوہ @OfficialDGISPR @peaceforchange",1
امران نیازی یہودی باجوہ قادیانی غفورا بےغیرت فیض حمید حرامی کوئی بھی ان میں مرد کابچہ نہیں۔۔بس تم اپنی باجیاں دھرنوں میں لے کےجایا کرو https://twitter.com/Tasleemumar123/status/1165840306937483264 …,1
اس بےغیرت بےشرم بے ضمیر جرنیل مافیا کی زبانیں کہاں ہیں جو پیسے اور اقتدار کے لالچ میں منتخب حکومت گرانے کے لیے سازشیں کرتے ہیں اور صوبوں میں انتشار کا باعث بنتے ہیں جو ان مذہبی جماعتوں کو بناتے ہیں وہ بےغیرت بےشرم باجوہ راحیل شریف وغیرہ آج بیان دیں کوئ شرم ہوتی ہے کوئ حیا ہوتی ہے,1
I love pak army! پر آج جو بےغیرت جنرلز پاکستان پر مسلط ہیں اللہ پاکستان کی حفاظت کرے ۔ جو کشمیر پر کچھ نا کر سکے وہاں کشمیری مر رہیں ہیں ۔ یہاں کہا جاتا ہے سب کچھ آرمی کرتی ہے حکومت نہیں تو کہاں ہے آرمی کہاں ہے بزدل جنرل باجوہ کوئی مرد ے مجاھد جنرل ہونا چاہیے.,1
اب آخری آپشن جنگ ہو گا پر ووٹ کرنے والے بتا سکتے ہیں کہ نیازی جنگ کر سکتا ہے جو پہلے ہی جنگ کے بارے بیان دےچکا ہے کہ اگر ھم ہار گیے ؟ کیا باجوہ کر سکتا ھے جو کہتا ھے کہ اسلام امن کا درس دیتا ھے ؟ نہیں نہیں یہ بیغیرت ہیں یہی ہیں جنہوں نے کشمیر کا سودا کیا ہے لیکن ھم کشمیریوں,1
باجوہ سمیت سب بیغیرت ھوگئے ھیں اس لئے https://twitter.com/Dr_AyeshaNavid/status/1164559781056667648 …,1
ایوب ۔یحیٰ مشرف ۔باجوہ اور نیازی غدار ہیں وطن فروش ہیں کشمیر فروش ہیں میں ان کی طرف نہیں میں قائداعظم محترمہ فاطمہ جناح ۔بھٹو ۔نوازشریف بے نظیر اور مریم کے ساتھ چلو جاہلو اب چھٹی کرو ۔میں مصروف ہوں کشمیر فروش بےغیرت مردہ باد,1
لعنت بیغیرت عمران نیازی پر اور باجوہ پر,1
تیرے ماں کے خصم کا نہیں ہے پاکستان بیغیرت دو ٹکے بڑوے مہاجر باہر کی قوم میں تیری بہن کا خصم پاکستان بننے سے پہلے اسی دھرتی کا ہوں میری ریاست کے نواب نے بھیک ڈالی تھی حکومت کو میرا لوڑا اکھاڑ لو باجوہ کتا تو کتے کا بچہ,1
سلامتی کونسل کے پجاری ایک بندے کے پاس بندوق بھی ہو دس لاکھ آرمی ہو ایٹم بم ہو اسکی بیٹی کے ساتھ کافر سرعام زنا کریں اور وہ بندہ کہے میں امن والا وہ بندہ کہے اسلام امن کا درس دیتا ہے وہ بندہ بیغیرت ہے سچ پوچھو وہ بندہ قمر جاوید باجوہ ہے pic.twitter.com/cz65ux8B6k,1
باجوہ غفور دونو بیغیرت,1
"@ImranKhanPTI @OfficialDGISPR پرانا پاکستان اسٹاک مارکیٹ 53 ہزار پہ, ڈالر 103 روپے اور پٹرول 64 روپے لیکن آرمی چیف نےمعیشت کے بارے تحفظات سے نواز حکومت کو آگاہ کر دیا. فرشتوں کا نیا پاکستان اسٹاک ماکیٹ 29ہزار پہ پہنچ گئی ڈالر 160 روپے اور پٹرول 118روپے لیکن باجوہ متمعین بےغیرت https://twitter.com/MemonaMushtaq/status/1161686080149753856 …",1
بیغیرت نیازی تھا باجوہ تھا اب کہاں مر گٸے https://twitter.com/DrMohammadFaro4/status/1161386020954357762 …,1
بیغیرت کا لقب پانے والا کٹھ پتلی اور کر بھی کیا کر سکتا ہے جنرل باجوہ نیازی خان انڈیا کے خلاف تو کچھ کر نہیں سکتے اپنے لوگوں کو دبا تو سکتے ہیں,1
بیغیرت بیغیرت بیغیرت باجوہ اور نیازی https://twitter.com/ElfyTurkey/status/1160443200882061317 …,1
مریم نواز کا ڈی ڈبلیو نیوز کو دیا گیا انٹرویو 2/2 @MaryamNSharif #وزیراعظم_تم_بیغیرت_ھو #باجوہ_تم_بیغیرت_ھو pic.twitter.com/dJ1Nazi9eX,1
جنرل باجوہ قادیانی سور کی اولاد جاتی عمرہ پر حملہ کرکے کشمير ایشو سے توجہ ہٹانا چاہتا ہے یہ خنزیر کشميریوں کا سودا کر کے آیا انڈین کہتے ہیں ہمارے فیصلے میں باجوہ سور اور عمران نیازی بیغرت کی مرضی شامل ہے لعنت عمران یہودی ایجنٹ باجوہ قادیانی ایجنٹ پہ #باجوہ_تم_بیغیرت_ھو pic.twitter.com/CpuECBbVY4,1
یہ جو دہشت گردی ہے اس کے پیچھے باجوہ سور قادیانی حرامی خنزیر کی وردی ہے @aseeremuhabbat @sheikhyasirham2 #باجوہ_تم_بیغیرت_ھو pic.twitter.com/ny3ysiK0Ry,1
باجوہ صاحب کیا آپ بھی سب کی طرح بیغیرت ہی ہیں۔ مسلمان سپہ سالار ہونے کا ثبوت دیں۔ اتنا بڑا عہدہ دیا ہے مالک نے اور موقع بھی,1
بےغیرت تیرے پاس کوٸی ثبوت ہے؟ دہشتگرد تیرا باپ ہے باجوہ۔ تیری پنجابی فوج ہے۔ مظلوموں کی آہ لینے کا انجام بہت جلد تم جیسے نسلی کنجر بھگتیں گے۔ ب چ,1
اگر امریکہ ۔شام میں مدد کے نام پہ داخل ہو سکتا ہے۔انڈیا بنگلہ دیش میں مدد کے نام پہ جا سکتا ہے۔۔تو پھر پاکستان کشمیر کیوں نہیں جا سکتا۔۔۔۔او بیغیرت فوج کچھ شرم کر باجوہ لانتی,1
سقوطِ کشمیر باجوہ صاحب حکمران بیغیرت ہی سہی مگر آپ تو بیغیرت نہ بنیں,1
سوال یہ نہیں کہ باجوہ کو ایکسٹینشن لینی چاہیے یا نہیں سوال یہ ہے کہ بیغیرت کو اس وقت شرم آنی چاہیے تھی جب ایکٹینشن دینا اداروں کو تباہ کرنے کے مترادف تھا یا اب غیرت آنی چاہیے جب ایکسٹینشن نہ دینا اداروں کو تباہ کرنے کے مترادف ہے,1
پکا سگریٹ نیازی یا ایکسٹینشن ہنگری باجوہ بکس چور دونوں رج کے بےغیرت ہیں دونوں کو ایوارڈ ملنا چاہئے,1
"بھائی اب آپ کو پٹواری جا سرٹیفیکیٹ ملنا ہے کیونکہ انکو حق کی بات بھی سیاسی مخالفت لگتی ہے، اور ویسے بھی ہم سب پاکستانی بیغیرت قوم ہیں اور سب سے بڑا بیغیرت ہمارا سپہ سالار قمر جاوید باجوہ ہے",1
"نااہل آئین شکن کرپٹ سرپرست جرنیل قمر باجوہ اور انکے جرنیل بیغیرت، ان بیغیرتوں کے سیلیکٹڈ نالائق اعظم عمران نیازئی جسے یہ وزیراعظم کہتے ہیں بیغیرت، شاہ محمود، پرویز خٹک، بیغیرت شہباز گل بیغیرت، جہانگیر ترین اورشیخ رشید بیغیرت ساری پی ٹی آئی بیغیرت کیونکہ بیغیرت گالی نہیں",1
اسے لیڈیز کانسٹیبل کے حوالے کیا جائے اور اسے بتایا جائے کہ کیسے باجوہ نا منظور یہ خاندانی بےغیرت اور غدار ہیں بس کھول کے اب سامنے آ رہے ہیں,1
یاﷲ پاک بھیج کوئی فرشتہ کشمیریوں کی غیبی مدد فرما #باجوہ_تم_بیغیرت_ہو #وزیراعظم_تم_بیغیرت_ھو https://twitter.com/yasir_Mongol/status/1159829108970278914 …,1
باجوہ فیضو کپورا اور مانا کوکینی کشمیر کا سودا کر کے آئے ہیں ۔ اب یہ بیغیرت کور اپ کر رہے ہیں,1
اتنا کم ظرف دشمن بھی نہيں دیکھا جتنا کم ظرف گھٹیا باجوہ قادیانی سور خنزیر اور عمران احمق قادیانی یہودیوں کا ایجنٹ یہ دونوں غدار دوسروں کے ایجنڈے پر چل رہے ہیں انکو پاکستان کی پروا نہيں انکو لات مار کر نکالنا ہوگا @aseeremuhabbat @sheikhyasirham2 #وزیراعظم_تم_بیغیرت_ھو,1
کھوتی کے بچے کچھ تو شرم کرو یا بالکل بےغیرت ہو گئے ہو تمہیں طنز کے تیر برسانے کے علاوہ کچھ آتا بھی ہے تیرے باپ عمران خان اور باجوہ نے کشمیر بیچ دیا ہے ان کے خلاف بات کرتے ہوئے تمہاری سانسیں رک جاتی ہیں,1
بھگوڑا مشرف بھاگ گیاملک سے ثاقب نثار بھی بھاگ گیاملک سے کچھ دنوں بعد باجوہ بھی بھاگ جائیگا ملک سے #بیغیرت_نیازی تیرا کیا ہوگاخلائی مخلوق نے تیرے جیسے کئی پیدا کیے اور سب خود ختم ہوگئے نوازشریف کوختم کرتےکرتےتمہارا انجام بہت برا ہوگااس بار خلائی مخلوق کوبھی نہیں چھوڑینگے انشاءاللہ,1
"نہیں بھائی ، بےغیرت کو جتنی مرضی مرتبہ جہاں چاہیں جو مرضی چاہیں کہیں ( ڈٹ کے کھڑا ہے کنجراں دا منڈا ) بے غیرت وجیراجم کو کوئی فرق نہیں پڑتا اس کے ابو باجوہ مرزئی اس کیساتھ ہیں",1
خسرو بختیار جیسے بےغیرت اور بے شرم دلال سے سچ کی امید رکھنا ہی حماقت ہے۔ نیازی اور باجوہ لائے ہی پاکستان کو توڑنے کیلئے گئے ہیں اور CEPEC پر تو دشمن کی بہت نظر تھی اور باجوہ امریکہ کا پوشیدہ ٹول ہے جو عمران نیازی کو استعمال کررہا ہے,1
#باجوہ_نیازی_بیغیرت @Kaka_Fasadi @AleezaMalik14 @Moneeb871 @AhsanARsalan7 @HadiaMiraj,1
"باجوہ گینگ بیغیرت کشمیر کے سوداگر نیازی نمر 2 بیغیرت کشمیر کے سوداگر سیٹڈ ججز مافیا بیغیرت کشمیر کے سوداگر گو باجوہ غدارگو گو نیازی غدار گو گو ججز مافیا گو یا اللہ یا رب ذوالجلال ان تینوں گینگ سے پاکستان کو محفوظ رکھنا اور ان سوداگروں کو نیست و نابود فرما, آمین ثم آمین",1
عمران اور باجوہ خود قادیانی لابی مہرے ہیں عوام کو چاہیے تھا انکو باالکل ووٹ نہ دیتے ۔ جیسی عوام ہیسی حکومت مسلط ہے #وزیراعظم_تم_بیغیرت_ھو,1
زرداری صاحب آپ باجوہ بیغیرت کے لینڈی کُتے عمران نیازی اور کیا توقع کرتے ہیں؟,1
"او بےغیرت انسان تو کتنا خبیث ہے, تو اور باجوہ ہی تو خود امریکہ جا کہ کشمیر بیچ کے آئے ہو, مودی کے اٹھاتے پھر رہے ہو پچھلے ایک سال سے. اور اب نوٹنکی بھی خوب کر رہے ہو. خنزیر سے بھی بدتر خنزیر ہو تم",1
جنرل باجوہ قادیانی سور کی اولاد کشميریوں کا سودا کرکے آنے والا خنزیر منحوس ترین ثابت کشميری مسلمانوں کے لے باجوہ تیرے جیسے ملک دشمن بھی ان شاء اللہ اللہ کی پکڑ میں ضرور آٸیں گے #وزیراعظم_تم_بیغیرت_ھو pic.twitter.com/RVpKPMc9Os,1
بیغیرت بے شرم باجوہ اینڈ کمپنی,1
ایک ہی حل ہے اس بیغیرت باجوہ کے ٹولے کا جیل بھرو تحریک۔ عمران کی تو ایک لینڈی کُتے جتنی اوقات نہیں۔,1
عمران خان کون ہوتا ہے کشمیر کا سودا کرنے والا۔ کشمیر کا سودا پاکستان کے بیغیرت جرنیلوں نے امریکہ جا کر کیا۔ جب یہ دلّا باجوہ عمران خان سے پہلے گیا تھا تو سب عقلمند سمجھے تھے کہ کچھ ہونے والا ہے۔ https://twitter.com/RabNBaloch/status/1159449770718584834 …,1
بیغیرت ہو گے تم تمھارا باپ غدار عمران شیطان قادیانی قمر باجوہ اصف غفور فیض حمید استین کے سانپ پاکستان کی پیٹھ میں چھرا گھوپنے والے امریکی غلام ڈالروں کے عوض کشمیر بیچنے والو,1
مطلب بھارت کا نام رکھ کر بتا رہا ہے کہ ہم سقوط کشمیر کو کھڈے لائن لگانے کے لئے پاکستان میں کوئی بڑی تباہی مچانے والے ہیں #باجوھ_آصف_فیض_نیازی_بیغیرت #باجوہ_ڈاکٹرائن https://twitter.com/geonews_urdu/status/1159476290510082048 …,1
کشمیر انڈیا (گ) پر لات مار کے تمہاری لے گیا اور تم بزدل کھوتی کی طرح کبھی کسی ایم پی اے کو پکڑو تو کبھی کسی کو - تمہارے بزدل آئین شکن غدارِ قائداعظم ڈرپوک سرپرست جرنیل بے قمر باجوہ اور انکے ٹولے کو شرم آنی چاہئیے بیغیرت لڑائی صرف سیاستدانوں سے ہی کر سکتے ہیں,1
